ticker,sector_bucket,sector,obs_date,obs_q,horizon_q,isc_score,isc_trend,isc_ratio,isc_regime,altman_z,altman_regime,piotroski_f,piotroski_regime,beneish_m,beneish_regime,composite_regime,total_return,ann_return,max_drawdown,realized_vol,sector_relative_return,n_forward_days,outcome_regime,price_source,q1_return,q2_return,q3_return,q4_return,q5_return,q6_return,q7_return,q8_return,q9_return,q10_return,q11_return,q12_return
MMM,industrial,Industrials,2022-09-30,8,1,0.05344,0.8974,3.1,rising,3.884,safe,6,mixed,-2.251,clean,elevated,0.098,0.4533,-0.1,0.2755,0.1795,63,elevated,tiingo,0.098,-0.1163,-0.0426,-0.0863,0.233,0.0116,0.1269,0.3373,-0.0312,-0.0053,0.2194,0.0005
MMM,industrial,Industrials,2022-09-30,8,2,0.05344,0.8974,3.1,rising,3.884,safe,6,mixed,-2.251,clean,elevated,-0.0298,-0.0586,-0.2213,0.2794,0.0649,126,elevated,tiingo,0.098,-0.1163,-0.0426,-0.0863,0.233,0.0116,0.1269,0.3373,-0.0312,-0.0053,0.2194,0.0005
MMM,industrial,Industrials,2022-09-30,8,4,0.05344,0.8974,3.1,rising,3.884,safe,6,mixed,-2.251,clean,elevated,-0.1512,-0.1512,-0.2947,0.2817,-0.1783,252,rising,tiingo,0.098,-0.1163,-0.0426,-0.0863,0.233,0.0116,0.1269,0.3373,-0.0312,-0.0053,0.2194,0.0005
MMM,industrial,Industrials,2022-09-30,8,8,0.05344,0.8974,3.1,rising,3.884,safe,6,mixed,-2.251,clean,elevated,0.5955,0.2631,-0.32,0.3018,0.2584,504,rising,tiingo,0.098,-0.1163,-0.0426,-0.0863,0.233,0.0116,0.1269,0.3373,-0.0312,-0.0053,0.2194,0.0005
MMM,industrial,Industrials,2022-09-30,8,12,0.05344,0.8974,3.1,rising,3.884,safe,6,mixed,-2.251,clean,elevated,0.8757,0.2333,-0.32,0.2977,0.4168,756,rising,tiingo,0.098,-0.1163,-0.0426,-0.0863,0.233,0.0116,0.1269,0.3373,-0.0312,-0.0053,0.2194,0.0005
MMM,industrial,Industrials,2023-06-30,10,1,0.089052,-0.8909,0.628,stable,2.978,grey,5,mixed,-3.098,clean,stable,-0.0506,-0.1876,-0.1596,0.2732,-0.1247,63,elevated,tiingo,-0.0506,0.186,0.0228,0.1023,0.3559,-0.0531,0.0878,0.092,0.0498,0.0353,-0.1134,
MMM,industrial,Industrials,2023-06-30,10,2,0.089052,-0.8909,0.628,stable,2.978,grey,5,mixed,-3.098,clean,stable,0.126,0.2678,-0.2287,0.2562,-0.0227,126,elevated,tiingo,-0.0506,0.186,0.0228,0.1023,0.3559,-0.0531,0.0878,0.092,0.0498,0.0353,-0.1134,
MMM,industrial,Industrials,2023-06-30,10,4,0.089052,-0.8909,0.628,stable,2.978,grey,5,mixed,-3.098,clean,stable,0.2694,0.2694,-0.2287,0.2701,0.0548,252,elevated,tiingo,-0.0506,0.186,0.0228,0.1023,0.3559,-0.0531,0.0878,0.092,0.0498,0.0353,-0.1134,
MMM,industrial,Industrials,2023-06-30,10,8,0.089052,-0.8909,0.628,stable,2.978,grey,5,mixed,-3.098,clean,stable,0.936,0.3914,-0.2287,0.3105,0.3152,504,elevated,tiingo,-0.0506,0.186,0.0228,0.1023,0.3559,-0.0531,0.0878,0.092,0.0498,0.0353,-0.1134,
MMM,industrial,Industrials,2023-06-30,10,12,0.089052,-0.8909,0.628,stable,2.978,grey,5,mixed,-3.098,clean,stable,0.8755,0.2462,-0.2287,0.2976,-0.1384,720,elevated,tiingo,-0.0506,0.186,0.0228,0.1023,0.3559,-0.0531,0.0878,0.092,0.0498,0.0353,-0.1134,
MMM,industrial,Industrials,2023-12-31,12,1,0.076343,-0.2384,0.846,stable,2.139,grey,4,mixed,-3.558,clean,stable,0.0203,0.0835,-0.1598,0.3491,0.0135,63,elevated,tiingo,0.0203,0.0981,0.3398,-0.0371,-0.0167,0.2174,0.019,0.0706,-0.0984,,,
MMM,industrial,Industrials,2023-12-31,12,2,0.076343,-0.2384,0.846,stable,2.139,grey,4,mixed,-3.558,clean,stable,0.1204,0.2553,-0.1598,0.2842,0.0206,126,elevated,tiingo,0.0203,0.0981,0.3398,-0.0371,-0.0167,0.2174,0.019,0.0706,-0.0984,,,
MMM,industrial,Industrials,2023-12-31,12,4,0.076343,-0.2384,0.846,stable,2.139,grey,4,mixed,-3.558,clean,stable,0.4453,0.4453,-0.1598,0.3199,0.2406,252,elevated,tiingo,0.0203,0.0981,0.3398,-0.0371,-0.0167,0.2174,0.019,0.0706,-0.0984,,,
MMM,industrial,Industrials,2023-12-31,12,8,0.076343,-0.2384,0.846,stable,2.139,grey,4,mixed,-3.558,clean,stable,0.8874,0.3738,-0.1871,0.3073,0.3774,504,elevated,tiingo,0.0203,0.0981,0.3398,-0.0371,-0.0167,0.2174,0.019,0.0706,-0.0984,,,
MMM,industrial,Industrials,2023-12-31,12,12,0.076343,-0.2384,0.846,stable,2.139,grey,4,mixed,-3.558,clean,stable,0.6554,0.2389,-0.1877,0.3061,-0.1856,593,elevated,tiingo,0.0203,0.0981,0.3398,-0.0371,-0.0167,0.2174,0.019,0.0706,-0.0984,,,
MMM,industrial,Industrials,2024-06-30,14,1,0.078655,0.2868,0.754,stable,1.994,grey,7,strong,-3.219,clean,stable,0.3659,2.481,-0.0463,0.4445,0.3555,63,stable,tiingo,0.3659,-0.0503,0.1499,0.0402,0.0432,0.0235,-0.103,,,,,
MMM,industrial,Industrials,2024-06-30,14,2,0.078655,0.2868,0.754,stable,1.994,grey,7,strong,-3.219,clean,stable,0.2972,0.6828,-0.1053,0.353,0.1911,126,stable,tiingo,0.3659,-0.0503,0.1499,0.0402,0.0432,0.0235,-0.103,,,,,
MMM,industrial,Industrials,2024-06-30,14,4,0.078655,0.2868,0.754,stable,1.994,grey,7,strong,-3.219,clean,stable,0.5516,0.5516,-0.1871,0.3467,0.4163,252,elevated,tiingo,0.3659,-0.0503,0.1499,0.0402,0.0432,0.0235,-0.103,,,,,
MMM,industrial,Industrials,2024-06-30,14,8,0.078655,0.2868,0.754,stable,1.994,grey,7,strong,-3.219,clean,stable,0.4924,0.24,-0.1877,0.3114,0.1141,469,elevated,tiingo,0.3659,-0.0503,0.1499,0.0402,0.0432,0.0235,-0.103,,,,,
MMM,industrial,Industrials,2024-06-30,14,12,0.078655,0.2868,0.754,stable,1.994,grey,7,strong,-3.219,clean,stable,0.4924,0.24,-0.1877,0.3114,-0.0503,469,elevated,tiingo,0.3659,-0.0503,0.1499,0.0402,0.0432,0.0235,-0.103,,,,,
AOS,industrial,Industrials,2022-03-31,8,1,0.066356,0.737,1.523,stable,4.777,safe,5,mixed,-1.785,clean,stable,-0.1189,-0.3974,-0.2076,0.3346,-0.0374,63,rising,tiingo,-0.1189,-0.129,0.1848,0.2089,0.0365,-0.0722,0.2096,0.1115,-0.0729,0.0914,-0.2125,-0.1116
AOS,industrial,Industrials,2022-03-31,8,2,0.066356,0.737,1.523,stable,4.777,safe,5,mixed,-1.785,clean,stable,-0.2326,-0.411,-0.2688,0.3236,-0.1379,126,rising,tiingo,-0.1189,-0.129,0.1848,0.2089,0.0365,-0.0722,0.2096,0.1115,-0.0729,0.0914,-0.2125,-0.1116
AOS,industrial,Industrials,2022-03-31,8,4,0.066356,0.737,1.523,stable,4.777,safe,5,mixed,-1.785,clean,stable,0.0992,0.0992,-0.2688,0.341,0.0721,252,elevated,tiingo,-0.1189,-0.129,0.1848,0.2089,0.0365,-0.0722,0.2096,0.1115,-0.0729,0.0914,-0.2125,-0.1116
AOS,industrial,Industrials,2022-03-31,8,8,0.066356,0.737,1.523,stable,4.777,safe,5,mixed,-1.785,clean,stable,0.4211,0.1921,-0.2688,0.2874,0.084,504,elevated,tiingo,-0.1189,-0.129,0.1848,0.2089,0.0365,-0.0722,0.2096,0.1115,-0.0729,0.0914,-0.2125,-0.1116
AOS,industrial,Industrials,2022-03-31,8,12,0.066356,0.737,1.523,stable,4.777,safe,5,mixed,-1.785,clean,stable,0.006,0.002,-0.3319,0.2748,-0.4529,756,rising,tiingo,-0.1189,-0.129,0.1848,0.2089,0.0365,-0.0722,0.2096,0.1115,-0.0729,0.0914,-0.2125,-0.1116
AOS,industrial,Industrials,2022-09-30,10,1,0.093863,0.5501,1.029,stable,5.248,safe,5,mixed,-1.713,manipulator,elevated,0.1848,0.9703,-0.0945,0.3263,0.1107,63,stable,tiingo,0.1848,0.2089,0.0365,-0.0722,0.2096,0.1115,-0.0729,0.0914,-0.2125,-0.1116,0.1519,0.0323
AOS,industrial,Industrials,2022-09-30,10,2,0.093863,0.5501,1.029,stable,5.248,safe,5,mixed,-1.713,manipulator,elevated,0.4322,1.0513,-0.0945,0.3546,0.2835,126,stable,tiingo,0.1848,0.2089,0.0365,-0.0722,0.2096,0.1115,-0.0729,0.0914,-0.2125,-0.1116,0.1519,0.0323
AOS,industrial,Industrials,2022-09-30,10,4,0.093863,0.5501,1.029,stable,5.248,safe,5,mixed,-1.713,manipulator,elevated,0.3773,0.3773,-0.1517,0.2943,0.1627,252,elevated,tiingo,0.1848,0.2089,0.0365,-0.0722,0.2096,0.1115,-0.0729,0.0914,-0.2125,-0.1116,0.1519,0.0323
AOS,industrial,Industrials,2022-09-30,10,8,0.093863,0.5501,1.029,stable,5.248,safe,5,mixed,-1.713,manipulator,elevated,0.8737,0.3688,-0.1607,0.2715,0.2529,504,elevated,tiingo,0.1848,0.2089,0.0365,-0.0722,0.2096,0.1115,-0.0729,0.0914,-0.2125,-0.1116,0.1519,0.0323
AOS,industrial,Industrials,2022-09-30,10,12,0.093863,0.5501,1.029,stable,5.248,safe,5,mixed,-1.713,manipulator,elevated,0.5586,0.1594,-0.343,0.2636,-0.4553,756,rising,tiingo,0.1848,0.2089,0.0365,-0.0722,0.2096,0.1115,-0.0729,0.0914,-0.2125,-0.1116,0.1519,0.0323
AOS,industrial,Industrials,2023-06-30,12,1,0.11306,0.162,0.508,elevated,5.433,safe,6,mixed,-1.977,clean,stable,-0.0838,-0.2952,-0.1517,0.1855,-0.0906,63,elevated,tiingo,-0.0838,0.2524,0.0784,-0.083,0.1037,-0.2296,-0.062,0.0745,0.0829,-0.0609,-0.0585,
AOS,industrial,Industrials,2023-06-30,12,2,0.11306,0.162,0.508,elevated,5.433,safe,6,mixed,-1.977,clean,stable,0.1475,0.3167,-0.1517,0.2194,0.0477,126,elevated,tiingo,-0.0838,0.2524,0.0784,-0.083,0.1037,-0.2296,-0.062,0.0745,0.0829,-0.0609,-0.0585,
AOS,industrial,Industrials,2023-06-30,12,4,0.11306,0.162,0.508,elevated,5.433,safe,6,mixed,-1.977,clean,stable,0.1347,0.1347,-0.1517,0.21,-0.07,252,elevated,tiingo,-0.0838,0.2524,0.0784,-0.083,0.1037,-0.2296,-0.062,0.0745,0.0829,-0.0609,-0.0585,
AOS,industrial,Industrials,2023-06-30,12,8,0.11306,0.162,0.508,elevated,5.433,safe,6,mixed,-1.977,clean,stable,-0.0276,-0.0139,-0.343,0.2421,-0.5376,504,rising,tiingo,-0.0838,0.2524,0.0784,-0.083,0.1037,-0.2296,-0.062,0.0745,0.0829,-0.0609,-0.0585,
AOS,industrial,Industrials,2023-06-30,12,12,0.11306,0.162,0.508,elevated,5.433,safe,6,mixed,-1.977,clean,stable,-0.1543,-0.057,-0.3557,0.245,-0.9953,720,rising,tiingo,-0.0838,0.2524,0.0784,-0.083,0.1037,-0.2296,-0.062,0.0745,0.0829,-0.0609,-0.0585,
AOS,industrial,Industrials,2024-03-31,14,1,0.052597,-0.2446,0.592,stable,5.687,safe,7,strong,-2.152,clean,stable,-0.0965,-0.3336,-0.0965,0.1961,-0.1069,63,elevated,tiingo,-0.0965,0.1246,-0.2394,-0.023,0.0324,0.0879,-0.0659,-0.0486,,,,
AOS,industrial,Industrials,2024-03-31,14,2,0.052597,-0.2446,0.592,stable,5.687,safe,7,strong,-2.152,clean,stable,0.0161,0.0324,-0.1607,0.267,-0.09,126,elevated,tiingo,-0.0965,0.1246,-0.2394,-0.023,0.0324,0.0879,-0.0659,-0.0486,,,,
AOS,industrial,Industrials,2024-03-31,14,4,0.052597,-0.2446,0.592,stable,5.687,safe,7,strong,-2.152,clean,stable,-0.2449,-0.2449,-0.2821,0.2425,-0.3802,252,rising,tiingo,-0.0965,0.1246,-0.2394,-0.023,0.0324,0.0879,-0.0659,-0.0486,,,,
AOS,industrial,Industrials,2024-03-31,14,8,0.052597,-0.2446,0.592,stable,5.687,safe,7,strong,-2.152,clean,stable,-0.2464,-0.1319,-0.343,0.2507,-0.6247,504,rising,tiingo,-0.0965,0.1246,-0.2394,-0.023,0.0324,0.0879,-0.0659,-0.0486,,,,
AOS,industrial,Industrials,2024-03-31,14,12,0.052597,-0.2446,0.592,stable,5.687,safe,7,strong,-2.152,clean,stable,-0.3206,-0.1673,-0.3557,0.2547,-0.8633,532,distressed,tiingo,-0.0965,0.1246,-0.2394,-0.023,0.0324,0.0879,-0.0659,-0.0486,,,,
ABT,biotech,Health Care,2022-03-31,8,1,0.044402,-0.1317,0.981,stable,3.275,safe,8,strong,-1.876,clean,stable,-0.0651,-0.2361,-0.1727,0.2995,-0.0273,63,elevated,tiingo,-0.0651,-0.1182,0.1399,-0.0705,0.0621,-0.1036,0.1498,0.0103,-0.0505,0.0847,0.0191,0.1027
ABT,biotech,Health Care,2022-03-31,8,2,0.044402,-0.1317,0.981,stable,3.275,safe,8,strong,-1.876,clean,stable,-0.1756,-0.3204,-0.2122,0.2592,-0.0755,126,rising,tiingo,-0.0651,-0.1182,0.1399,-0.0705,0.0621,-0.1036,0.1498,0.0103,-0.0505,0.0847,0.0191,0.1027
ABT,biotech,Health Care,2022-03-31,8,4,0.044402,-0.1317,0.981,stable,3.275,safe,8,strong,-1.876,clean,stable,-0.1265,-0.1265,-0.2225,0.2533,-0.1492,252,rising,tiingo,-0.0651,-0.1182,0.1399,-0.0705,0.0621,-0.1036,0.1498,0.0103,-0.0505,0.0847,0.0191,0.1027
ABT,biotech,Health Care,2022-03-31,8,8,0.044402,-0.1317,0.981,stable,3.275,safe,8,strong,-1.876,clean,stable,-0.034,-0.0172,-0.2475,0.2247,-0.1446,504,elevated,tiingo,-0.0651,-0.1182,0.1399,-0.0705,0.0621,-0.1036,0.1498,0.0103,-0.0505,0.0847,0.0191,0.1027
ABT,biotech,Health Care,2022-03-31,8,12,0.044402,-0.1317,0.981,stable,3.275,safe,8,strong,-1.876,clean,stable,0.1179,0.0379,-0.2475,0.2179,0.102,756,elevated,tiingo,-0.0651,-0.1182,0.1399,-0.0705,0.0621,-0.1036,0.1498,0.0103,-0.0505,0.0847,0.0191,0.1027
ABT,biotech,Health Care,2022-09-30,10,1,0.062701,0.745,1.365,stable,3.434,safe,7,strong,-1.893,clean,stable,0.1399,0.6882,-0.0945,0.2887,-0.0126,63,stable,tiingo,0.1399,-0.0705,0.0621,-0.1036,0.1498,0.0103,-0.0505,0.0847,0.0191,0.1027,0.0719,0.003
ABT,biotech,Health Care,2022-09-30,10,2,0.062701,0.745,1.365,stable,3.434,safe,7,strong,-1.893,clean,stable,0.0596,0.1227,-0.1504,0.2473,-0.0782,126,elevated,tiingo,0.1399,-0.0705,0.0621,-0.1036,0.1498,0.0103,-0.0505,0.0847,0.0191,0.1027,0.0719,0.003
ABT,biotech,Health Care,2022-09-30,10,4,0.062701,0.745,1.365,stable,3.434,safe,7,strong,-1.893,clean,stable,0.0087,0.0087,-0.1666,0.2237,-0.0906,252,elevated,tiingo,0.1399,-0.0705,0.0621,-0.1036,0.1498,0.0103,-0.0505,0.0847,0.0191,0.1027,0.0719,0.003
ABT,biotech,Health Care,2022-09-30,10,8,0.062701,0.745,1.365,stable,3.434,safe,7,strong,-1.893,clean,stable,0.2067,0.0985,-0.2087,0.2058,-0.0584,504,elevated,tiingo,0.1399,-0.0705,0.0621,-0.1036,0.1498,0.0103,-0.0505,0.0847,0.0191,0.1027,0.0719,0.003
ABT,biotech,Health Care,2022-09-30,10,12,0.062701,0.745,1.365,stable,3.434,safe,7,strong,-1.893,clean,stable,0.458,0.1339,-0.2087,0.2099,0.2112,756,elevated,tiingo,0.1399,-0.0705,0.0621,-0.1036,0.1498,0.0103,-0.0505,0.0847,0.0191,0.1027,0.0719,0.003
ABT,biotech,Health Care,2023-06-30,12,1,0.057477,-0.4566,0.795,stable,3.322,safe,5,mixed,-2.257,clean,stable,-0.1074,-0.3653,-0.1666,0.1827,-0.0887,63,rising,tiingo,-0.1074,0.1429,0.0226,-0.0741,0.1063,0.0008,0.1699,0.0205,0.0112,-0.0562,-0.1906,
ABT,biotech,Health Care,2023-06-30,12,2,0.057477,-0.4566,0.795,stable,3.322,safe,5,mixed,-2.257,clean,stable,0.0201,0.0407,-0.2087,0.1901,-0.0316,126,elevated,tiingo,-0.1074,0.1429,0.0226,-0.0741,0.1063,0.0008,0.1699,0.0205,0.0112,-0.0562,-0.1906,
ABT,biotech,Health Care,2023-06-30,12,4,0.057477,-0.4566,0.795,stable,3.322,safe,5,mixed,-2.257,clean,stable,-0.034,-0.034,-0.2087,0.18,-0.1217,252,elevated,tiingo,-0.1074,0.1429,0.0226,-0.0741,0.1063,0.0008,0.1699,0.0205,0.0112,-0.0562,-0.1906,
ABT,biotech,Health Care,2023-06-30,12,8,0.057477,-0.4566,0.795,stable,3.322,safe,5,mixed,-2.257,clean,stable,0.2767,0.1299,-0.2087,0.1957,0.2742,504,elevated,tiingo,-0.1074,0.1429,0.0226,-0.0741,0.1063,0.0008,0.1699,0.0205,0.0112,-0.0562,-0.1906,
ABT,biotech,Health Care,2023-06-30,12,12,0.057477,-0.4566,0.795,stable,3.322,safe,5,mixed,-2.257,clean,stable,-0.1726,-0.0642,-0.3963,0.2137,-0.3196,720,rising,tiingo,-0.1074,0.1429,0.0226,-0.0741,0.1063,0.0008,0.1699,0.0205,0.0112,-0.0562,-0.1906,
ABT,biotech,Health Care,2024-03-31,14,1,0.03729,-0.722,0.57,stable,3.234,safe,7,strong,-2.617,clean,stable,-0.0747,-0.2669,-0.0996,0.1619,-0.0666,63,elevated,tiingo,-0.0747,0.1106,-0.0059,0.1758,0.0238,-0.0063,-0.0619,-0.1721,,,,
ABT,biotech,Health Care,2024-03-31,14,2,0.03729,-0.722,0.57,stable,3.234,safe,7,strong,-2.617,clean,stable,0.0277,0.0562,-0.1007,0.1873,0.008,126,elevated,tiingo,-0.0747,0.1106,-0.0059,0.1758,0.0238,-0.0063,-0.0619,-0.1721,,,,
ABT,biotech,Health Care,2024-03-31,14,4,0.03729,-0.722,0.57,stable,3.234,safe,7,strong,-2.617,clean,stable,0.2012,0.2012,-0.1043,0.1961,0.2942,252,stable,tiingo,-0.0747,0.1106,-0.0059,0.1758,0.0238,-0.0063,-0.0619,-0.1721,,,,
ABT,biotech,Health Care,2024-03-31,14,8,0.03729,-0.722,0.57,stable,3.234,safe,7,strong,-2.617,clean,stable,-0.0509,-0.0258,-0.2597,0.2165,-0.1253,504,elevated,tiingo,-0.0747,0.1106,-0.0059,0.1758,0.0238,-0.0063,-0.0619,-0.1721,,,,
ABT,biotech,Health Care,2024-03-31,14,12,0.03729,-0.722,0.57,stable,3.234,safe,7,strong,-2.617,clean,stable,-0.2074,-0.1043,-0.3963,0.2227,-0.2573,532,rising,tiingo,-0.0747,0.1106,-0.0059,0.1758,0.0238,-0.0063,-0.0619,-0.1721,,,,
ABBV,biotech,Health Care,2023-03-31,8,1,0.056334,-0.761,0.44,stable,1.667,distress,6,mixed,-2.618,clean,elevated,-0.1451,-0.466,-0.1964,0.237,-0.1073,63,rising,tiingo,-0.1451,0.1102,0.0888,0.1202,-0.0672,0.2124,-0.0809,0.0519,0.0244,0.2237,-0.0201,-0.0475
ABBV,biotech,Health Care,2023-03-31,8,2,0.056334,-0.761,0.44,stable,1.667,distress,6,mixed,-2.618,clean,elevated,-0.0509,-0.0992,-0.1964,0.2135,0.0492,126,elevated,tiingo,-0.1451,0.1102,0.0888,0.1202,-0.0672,0.2124,-0.0809,0.0519,0.0244,0.2237,-0.0201,-0.0475
ABBV,biotech,Health Care,2023-03-31,8,4,0.056334,-0.761,0.44,stable,1.667,distress,6,mixed,-2.618,clean,elevated,0.1575,0.1575,-0.1964,0.1893,0.1348,252,elevated,tiingo,-0.1451,0.1102,0.0888,0.1202,-0.0672,0.2124,-0.0809,0.0519,0.0244,0.2237,-0.0201,-0.0475
ABBV,biotech,Health Care,2023-03-31,8,8,0.056334,-0.761,0.44,stable,1.667,distress,6,mixed,-2.618,clean,elevated,0.2655,0.1249,-0.1964,0.2313,0.1549,504,elevated,tiingo,-0.1451,0.1102,0.0888,0.1202,-0.0672,0.2124,-0.0809,0.0519,0.0244,0.2237,-0.0201,-0.0475
ABBV,biotech,Health Care,2023-03-31,8,12,0.056334,-0.761,0.44,stable,1.667,distress,6,mixed,-2.618,clean,elevated,0.4806,0.1398,-0.2073,0.2422,0.4647,756,elevated,tiingo,-0.1451,0.1102,0.0888,0.1202,-0.0672,0.2124,-0.0809,0.0519,0.0244,0.2237,-0.0201,-0.0475
ABBV,biotech,Health Care,2023-09-30,10,1,0.048001,-0.2551,0.599,stable,1.601,distress,7,strong,-2.816,clean,elevated,0.0888,0.4054,-0.0782,0.1793,-0.0637,63,elevated,tiingo,0.0888,0.1202,-0.0672,0.2124,-0.0809,0.0519,0.0244,0.2237,-0.0201,-0.0475,,
ABBV,biotech,Health Care,2023-09-30,10,2,0.048001,-0.2551,0.599,stable,1.601,distress,7,strong,-2.816,clean,elevated,0.2196,0.4875,-0.0782,0.1608,0.0818,126,stable,tiingo,0.0888,0.1202,-0.0672,0.2124,-0.0809,0.0519,0.0244,0.2237,-0.0201,-0.0475,,
ABBV,biotech,Health Care,2023-09-30,10,4,0.048001,-0.2551,0.599,stable,1.601,distress,7,strong,-2.816,clean,elevated,0.3792,0.3792,-0.1419,0.1893,0.2799,252,stable,tiingo,0.0888,0.1202,-0.0672,0.2124,-0.0809,0.0519,0.0244,0.2237,-0.0201,-0.0475,,
ABBV,biotech,Health Care,2023-09-30,10,8,0.048001,-0.2551,0.599,stable,1.601,distress,7,strong,-2.816,clean,elevated,0.6714,0.2928,-0.2073,0.2461,0.4063,504,elevated,tiingo,0.0888,0.1202,-0.0672,0.2124,-0.0809,0.0519,0.0244,0.2237,-0.0201,-0.0475,,
ABBV,biotech,Health Care,2023-09-30,10,12,0.048001,-0.2551,0.599,stable,1.601,distress,7,strong,-2.816,clean,elevated,0.5669,0.1883,-0.2073,0.2473,0.3201,656,elevated,tiingo,0.0888,0.1202,-0.0672,0.2124,-0.0809,0.0519,0.0244,0.2237,-0.0201,-0.0475,,
ABBV,biotech,Health Care,2024-03-31,12,1,0.038389,-0.9048,0.34,stable,1.419,distress,9,strong,-2.894,clean,elevated,-0.0485,-0.1803,-0.1355,0.2256,-0.0298,63,elevated,tiingo,-0.0485,0.1698,-0.1005,0.1757,-0.069,0.2608,-0.0236,-0.0914,,,,
ABBV,biotech,Health Care,2024-03-31,12,2,0.038389,-0.9048,0.34,stable,1.419,distress,9,strong,-2.894,clean,elevated,0.1131,0.239,-0.1355,0.2163,0.0614,126,stable,tiingo,-0.0485,0.1698,-0.1005,0.1757,-0.069,0.2608,-0.0236,-0.0914,,,,
ABBV,biotech,Health Care,2024-03-31,12,4,0.038389,-0.9048,0.34,stable,1.419,distress,9,strong,-2.894,clean,elevated,0.1771,0.1771,-0.1907,0.2561,0.0894,252,elevated,tiingo,-0.0485,0.1698,-0.1005,0.1757,-0.069,0.2608,-0.0236,-0.0914,,,,
ABBV,biotech,Health Care,2024-03-31,12,8,0.038389,-0.9048,0.34,stable,1.419,distress,9,strong,-2.894,clean,elevated,0.2258,0.1071,-0.2073,0.2647,0.2233,504,elevated,tiingo,-0.0485,0.1698,-0.1005,0.1757,-0.069,0.2608,-0.0236,-0.0914,,,,
ABBV,biotech,Health Care,2024-03-31,12,12,0.038389,-0.9048,0.34,stable,1.419,distress,9,strong,-2.894,clean,elevated,0.2603,0.1158,-0.2073,0.2636,0.1133,532,elevated,tiingo,-0.0485,0.1698,-0.1005,0.1757,-0.069,0.2608,-0.0236,-0.0914,,,,
ACN,industrial,Information Technology,2023-02-28,8,1,0.108765,-0.1314,0.933,elevated,4.082,safe,5,mixed,-1.903,clean,stable,0.1661,0.8488,-0.087,0.2591,0.2476,63,stable,tiingo,0.1661,0.0524,0.0324,0.1311,-0.2371,0.1997,0.0689,-0.0412,-0.0904,-0.1836,0.034,-0.1753
ACN,industrial,Information Technology,2023-02-28,8,2,0.108765,-0.1314,0.933,elevated,4.082,safe,5,mixed,-1.903,clean,stable,0.2272,0.506,-0.087,0.2251,0.3219,126,stable,tiingo,0.1661,0.0524,0.0324,0.1311,-0.2371,0.1997,0.0689,-0.0412,-0.0904,-0.1836,0.034,-0.1753
ACN,industrial,Information Technology,2023-02-28,8,4,0.108765,-0.1314,0.933,elevated,4.082,safe,5,mixed,-1.903,clean,stable,0.433,0.433,-0.1126,0.2069,0.4059,252,stable,tiingo,0.1661,0.0524,0.0324,0.1311,-0.2371,0.1997,0.0689,-0.0412,-0.0904,-0.1836,0.034,-0.1753
ACN,industrial,Information Technology,2023-02-28,8,8,0.108765,-0.1314,0.933,elevated,4.082,safe,5,mixed,-1.903,clean,stable,0.3443,0.1594,-0.2689,0.2317,0.0072,504,elevated,tiingo,0.1661,0.0524,0.0324,0.1311,-0.2371,0.1997,0.0689,-0.0412,-0.0904,-0.1836,0.034,-0.1753
ACN,industrial,Information Technology,2023-02-28,8,12,0.108765,-0.1314,0.933,elevated,4.082,safe,5,mixed,-1.903,clean,stable,-0.1488,-0.0523,-0.508,0.2715,-0.6077,756,distressed,tiingo,0.1661,0.0524,0.0324,0.1311,-0.2371,0.1997,0.0689,-0.0412,-0.0904,-0.1836,0.034,-0.1753
ACN,industrial,Information Technology,2023-08-31,10,1,0.088291,-0.9503,0.337,stable,3.96,safe,5,mixed,-2.161,clean,stable,0.0332,0.1395,-0.1126,0.2023,-0.0409,63,elevated,tiingo,0.0332,0.156,-0.2628,0.2186,0.0614,-0.0501,-0.0726,-0.1875,0.0636,-0.2181,-0.2098,
ACN,industrial,Information Technology,2023-08-31,10,2,0.088291,-0.9503,0.337,stable,3.96,safe,5,mixed,-2.161,clean,stable,0.1944,0.4265,-0.1126,0.1891,0.0457,126,stable,tiingo,0.0332,0.156,-0.2628,0.2186,0.0614,-0.0501,-0.0726,-0.1875,0.0636,-0.2181,-0.2098,
ACN,industrial,Information Technology,2023-08-31,10,4,0.088291,-0.9503,0.337,stable,3.96,safe,5,mixed,-2.161,clean,stable,0.073,0.073,-0.2689,0.2263,-0.1416,252,elevated,tiingo,0.0332,0.156,-0.2628,0.2186,0.0614,-0.0501,-0.0726,-0.1875,0.0636,-0.2181,-0.2098,
ACN,industrial,Information Technology,2023-08-31,10,8,0.088291,-0.9503,0.337,stable,3.96,safe,5,mixed,-2.161,clean,stable,-0.1848,-0.0971,-0.3965,0.2552,-0.8056,504,rising,tiingo,0.0332,0.156,-0.2628,0.2186,0.0614,-0.0501,-0.0726,-0.1875,0.0636,-0.2181,-0.2098,
ACN,industrial,Information Technology,2023-08-31,10,12,0.088291,-0.9503,0.337,stable,3.96,safe,5,mixed,-2.161,clean,stable,-0.4643,-0.2073,-0.5863,0.2897,-1.4782,677,distressed,tiingo,0.0332,0.156,-0.2628,0.2186,0.0614,-0.0501,-0.0726,-0.1875,0.0636,-0.2181,-0.2098,
